ComunidadID,PreguntaID,Pregunta,A,B,C,D
CV2022,65,"Durante la consulta de enfermería, le pregunta Carmen respecto a la
posibilidad de incluir nuevas formas de cocción en los alimentos con el fin de
poder adaptar su dieta a los hábitos de la familia y quiere conocer cuál es el
contenido calórico del plato. Hoy tiene previsto cenar bacalao al estilo pil-pil. Al
comprobar la composición del plato, este consta de 15 gramos de proteínas por
cada 100 gramos y 20 gramos de grasa por cada 100 gramos. En el plato no hay
hidratos de carbono. Dado que la ración normal son 200 gramos, el contenido
calórico que aportará el plato (200 g) será de:",Un plato (200 g) aportará 120 kcal.,Un plato (200 g) aportará 240 kcal.,Un plato (200 g) aportará 480 kcal.,Un plato (200 g) aportará 960 kcal.
CV2022,66,"Se plantea usted la realización de un estudio de cohortes para la
comparación de la frecuencia de aparición de un evento entre dos grupos, uno
de los cuales está expuesto a un factor que no está presente en el otro grupo.
¿Qué medida de asociación sería la más adecuada en este tipo de estudio?",Riesgo relativo.,Prevalencia.,Razón de prevalencias.,"Riesgo atribuible.
23/25"
CV2022,67,Se entiende por abogacía por la salud a:,"Una combinación de acciones individuales y sociales destinadas a conseguir
compromisos políticos, apoyo para las políticas de salud, aceptación social y
apoyo de los sistemas para un determinado objetivo o programa de salud.","La ciencia y el arte de promover la salud, prevenir la enfermedad y prolongar
la vida mediante esfuerzos organizados de la sociedad.","El proceso que permite a las personas incrementar el control sobre su salud
para mejorarla.","Las oportunidades de aprendizaje creadas conscientemente que suponen
una forma de comunicación destinada a mejorar la alfabetización sanitaria,
incluida la mejora del conocimiento de la población en relación con la salud
y el desarrollo de habilidades personales que conduzcan a la salud individual
y de la comunidad."
CV2022,68,"Respecto a la clasificación de los pacientes utilizando el Sistema Español de
Triaje (SET), usted conoce que el tiempo de atención para un paciente
clasificado como “azul” debería ser:",Reanimación. Atención inmediata por parte de la enfermera o del enfermero.,"Emergencia. Atención inmediata por parte de la enfermera o del enfermero
e inferior a 7 minutos por parte del médico.",Atención urgente en 30 minutos.,"Atención no urgente y se establece un tiempo de atención en 60 minutos.
24/25"
CV2022,69,Se considera que la prueba de Rinne es positiva cuando:,"El sonido que se oye fuera del oído (conducción aérea CA) es más fuerte que
el sonido del diapasón vibrante colocado sobre la apófisis mastoides
(conducción ósea CO). CA > CO.","El sonido del diapasón vibrante colocado sobre la apófisis mastoides
(conducción ósea CO) es más fuerte que el que se oye fuera del oído. CO >
CA.","El sonido que se oye fuera del oído (conducción aérea CA) es igual que el
sonido del diapasón vibrante colocado sobre la apófisis mastoides
(conducción ósea CO). CA = CO.","Al colocar el diapasón activado en el punto más alto de la frente, el paciente
detecta el sonido en uno de los oídos."
CV2022,70,"Acude al servicio de urgencias un paciente con un cuadro de
entumecimiento y parálisis repentina del hemicuerpo. Ante la activación del
código ictus, Plan de atención al ictus en la Comunitat Valenciana (2019-2023),
usted sabe que como medidas generales a adoptar en la fase aguda del ictus se
encuentra:",Intentar mantener nivel de glucemia inferior a 140 mg/dl.,Instaurar acceso venoso periférico con suero glucosado de 5 %.,Instaurar sondaje vesical para control estricto de diuresis.,"Administrar hipotensor sublingual como nimodipino para control estricto de la
tensión arterial.
25/25"
EX2022,1,"> / ‘serve JUNTA DE EXTREMADURA
nid Ecccmefia Consrjera de Sanicad y Servicias Socales

1.- Entre las indicaciones para la prueba de tuberculina o Mantoux es FALSO:",Se realizará a personas con signos o síntomas de tuberculosis.,Se realizará a personas con contactos recientes y/o convivientes con enfermos tuberculosos.,El embarazo es una contraindicación para la realización de esta prueba.,Está indicado en pacientes con radiografía de tórax compatibles con tuberculosis.
EX2022,2,¿Cuál de las siguientes NO es una contraindicación para el uso de anticonceptivos orales?,Antecedentes de tromboflebitis o tromboembolia.,Hipertensión arterial.,Hiperlipidemia.,Menores de 35 años.
EX2022,3,La obsesión exagerada por la ingestión de comida sana se denomina:,Bulimia.,Ortorexia.,Vigorexia.,Anorexia
EX2022,4,"En referencia a la escala de sobrecarga del cuidador de ZARIT, si obtenemos un resultado de 50
puntos, nos indicará:",No existe sobrecarga.,Sobrecarga intensa.,Sobrecarga leve.,Cuidador desbordado.
EX2022,5,Durante el uso del sistema de sellado de agua de 3 cámaras tipo Pleurevac. Indique la opción FALSA:,"Durante el traslado y/o movilización del paciente se debe pinzar el tubo que conecta al paciente con el
Pleurevac.","La primera cámara conecta el sistema con el paciente, recoge el líquido de la cavidad pleural y permite su
cuantificación.",La tercera cámara se conecta a un sistema de vacío y permite graduar la aspiración.,Colocar el Pleurevac a un nivel por debajo del tórax del paciente.
EX2022,6,"Según la Constitución Española (CE), además del castellano que es la lengua española oficial del
Estado, ¿son también oficiales las otras lenguas españolas?:","Sí, en todo el territorio español.","Sí, en los respectivos territorios históricos.","Sí, en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos.","No, tendrán la consideración de dialectos."
EX2022,7,"Según la CE el sistema tributario español, ¿podrá tener alcance confiscatorio?:","No, en ningún caso.","No, salvo para las rentas más altas.","Sí, por razones de interés social.","Sí, siempre que se inspire en los principios de igualdad y progresividad."
EX2022,3,"8.- La Constitución prevé que los poderes públicos mantendrán un régimen público de Seguridad
Social para todos los ciudadanos, que garantice la asistencia y prestaciones sociales suficientes ante
situaciones de necesidad, especialmente en caso:",De desempleo.,De orfandad.,De enfermedad.,De incapacidad.
EX2022,9,"¿De cuántos títulos consta el Estatuto de Autonomía de la Comunidad Autónoma de Extremadura,
tras su reforma del año 2011?:",Del Título Preliminar y tres títulos más.,Del Título Preliminar y doce títulos más.,Del Título Preliminar y siete títulos más.,De once títulos y no tiene Título Preliminar.
EX2022,10,"Según el estatuto de autonomía de la Comunidad Autónoma de Extremadura del año 2011, ¿en
cuál de las siguientes materias tiene la Comunidad Autónoma extremeña competencias de desarrollo
normativo y ejecución?:",Régimen y convocatoria de consultas populares no vinculantes diferentes al referéndum.,Sanidad y salud pública. Sanidad agrícola y animal. Sanidad alimentaria.,Sistema penitenciario.,Propiedad intelectual e industrial.
EX2022,11,"El Estatuto de Autonomía de la Comunidad Autónoma de Extremadura establece que el número
máximo de Diputados de la Asamblea de Extremadura es de:",55.,65.,75.,85.
EX2022,12,"Según la clasificación del personal estatutario sanitario establecida en la Ley 55/2003, de 16 de
diciembre, del Estatuto Marco del personal estatutario de los servicios de salud ¿cuál de los siguientes
NO está incluido en el personal de formación universitaria?:",Licenciados sanitarios.,Diplomados con título de Especialista en Ciencias de la Salud.,Técnicos superiores.,Diplomados sanitarios.
EX2022,13,"En relación con la protección a la familia la Constitución Española dispone que los hijos son iguales
ante la ley con independencia de:",Su edad.,Su filiación.,La religión de sus padres.,Su raza.
EX2022,4,"14.- Según la CE, ¿un español de origen puede ser privado de su nacionalidad?:",No.,Sí.,"Sí, temporalmente y según los casos.",Solamente si adquiere la de otro país.
EX2022,15,"Según indica textualmente en su artículo trece la Ley 14/1986, de 25 de abril, General de Sanidad,
¿a quién le corresponde aprobar las normas precisas para evitar el intrusismo profesional y la mala
práctica?:",Al Gobierno.,Al Congreso de los Diputados.,A las Asambleas Legislativas de las Comunidades Autónomas.,A las Cortes Generales.
EX2022,16,"¿Cuál de las infracciones sanitarias que se relacionan a continuación es tipificada como grave en
la Ley 14/1986, de 25 de abril?:","Las cometidas por simple negligencia, siempre que la alteración o riesgo sanitarios producidos fueren de
escasa entidad.","La resistencia a suministrar datos, facilitar información o prestar colaboración a las autoridades
sanitarias, a sus agentes o al órgano encargado del Registro Estatal de Profesionales Sanitarios.","Las que se realicen de forma consciente y deliberada, siempre que se produzca un daño grave.",La negativa absoluta a facilitar información o prestar colaboración a los servicios de control e inspección.
EX2022,17,"Tal y como se recoge en la Ley 14/1986, de 25 de abril, las Comunidades Autónomas delimitarán
y constituirán en su territorio las demarcaciones denominadas:",Centros de Salud.,Áreas de Salud.,Centros Hospitalarios.,Centros Regionales de Atención Sanitaria.
EX2022,18,"De conformidad con lo dispuesto en la Ley 10/2001, de 28 de junio, de Salud de Extremadura, ¿a
quién le corresponde garantizar el funcionamiento armónico y eficaz del Sistema Sanitario Público
de Extremadura?:",A la Junta de Extremadura.,Al Gobierno de la nación.,A la Asamblea de Extremadura.,Al Congreso de los Diputados.
EX2022,19,"Según la Ley Orgánica 1/2011, de 28 de enero, de reforma del Estatuto de Autonomía de
Extremadura, los poderes de la Comunidad Autónoma de Extremadura emanan:",Del Estatuto y del pueblo.,Del pueblo y de la Constitución.,De la Constitución y del Estatuto.,"Del pueblo, de la Constitución y del Estatuto."
EX2022,5,"20.- Dentro del Proceso de Atención a la persona fumadora de Extremadura, registraremos el
problema de salud en la historia clínica del paciente, como:",Tabaquismo.,Consumo de tabaco.,Abuso de tabaco.,Hábito tabáquico.
EX2022,21,"De acuerdo con la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales,
los responsables y encargados del tratamiento de datos, así como todas las personas que intervengan
en cualquier fase de éste, estarán sujetas al deber de:",Confidencialidad.,Consentimiento.,Asertividad.,Rectificación.
EX2022,22,"Dentro del Conjunto Mínimo Básico de Datos (CMBD) incluido en la atención especializada, cuál
de los siguientes NO es uno de ellos:",Identificación del hospital.,Identificación del paciente.,Financiación de la asistencia prestada.,Identificación del Médico Atención Primaria.
EX2022,23,"Cuando hablamos de Sistema de Información Sanitaria, la puerta de entrada al sistema, el lugar
donde se recoge la información relativa al paciente y se documentan las actuaciones enfermeras es:",Estación clínica.,Cívitas.,Proyecto Jara.,Gestión del paciente.
EX2022,24,El valor de la variable que tiene mayor frecuencia es:,Media aritmética.,Moda.,Mediana.,Varianza.
EX2022,25,"Cuando comparamos la frecuencia de nuevos casos en expuestos y no expuestos, estamos
realizando:",Estudio de cohortes.,Estudio ecológico.,Estudio de casos-control.,Estudios experimentales.
EX2022,6,"26.- Una medición del perímetro abdominal en el hombre de 100cm, indica un nivel de riesgo
cardiovascular:",Riesgo elevado,Bajo riesgo.,Riesgo muy elevado.,Normal.
EX2022,27,"El número de casos nuevos de una enfermedad que se producen en una colectividad durante un
periodo de tiempo determinado es:",La prevalencia.,La incidencia.,La razón.,La proporción.
EX2022,28,"Según el calendario común de vacunación a lo largo de toda la vida de la Comunidad Autónoma
de Extremadura, la vacuna Triple Vírica se administra de forma sistemática:",A los 4 y 11 meses.,A los 11 y 15 meses.,A los 12 meses y 4 años.,A los 12 meses y 6 años.
EX2022,29,"El protocolo de Atención Integral a Personas Trans* del Servicio Extremeño de Salud, establece
como criterio de exclusión para el tratamiento quirúrgico las siguientes situaciones EXCEPTO:",Índice de masa corporal superior a 35.,Edad menor de 65 años.,Ausencia de seguimiento por la Unidad Funcional de Atención a la Transexualidad.,Cualquier patología o situación clínica que contraindique la cirugía.
EX2022,30,"En la clasificación del Dolor, ¿qué tipo de dolor se define según su curso?",Dolor neuropático.,Dolor visceral.,Dolor irruptivo.,Dolor crónico.
EX2022,31,Entre los trastornos de la ansiedad NO se encuentra:,Trastorno bipolar.,Trastornos de estrés postraumático.,Fobias.,Trastorno obsesivo compulsivo.
EX2022,32,¿Cuál de las siguientes vías de administración de fármacos es mediata o indirecta?,Vía Ótica.,Vía Subcutánea.,Vía Intramuscular.,Vía Intratecal.
EX2022,7,33.- La mepivacaína es un anestésico NO indicado en:,Anestesia epidural.,Anestesia local en infiltración de heridas.,Bloqueo nervioso periférico.,Anestesia general.
EX2022,34,"Son fases del proceso de atención de enfermería (PAE) todas, EXCEPTO:",Valoración del paciente.,Ejecución de los cuidados.,Diagnóstico de enfermería.,Predicción del resultado.
EX2022,35,"Durante la infusión de estimulantes adrenérgicos por vía intravenosa. Señale la acción
INCORRECTA.",Controlar la frecuencia y el ritmo cardíaco mediante monitorización.,"Controlar signos de sobredosificación, como: dolor de cabeza, visión borrosa, vómitos o síntomas
anginosos.",Controlar la presión arterial cada 24h.,Administrar en venas de grueso calibre de forma alterna para minimizar el riesgo de necrosis.
EX2022,36,Con respecto al sondaje nasogástrico señala la opción FALSA:,Está recomendada en pacientes con esófago obstruido o perforación esofágica.,"Está indicado su uso para aliviar y/o prevenir la distensión gástrica en caso posible de obstrucción
intestinal.",Se usa para alimentar a un paciente cuando no puede por vía oral.,Su uso está indicado para prevenir la broncoaspiración en pacientes intubados.
EX2022,37,"Según el calendario común de vacunación a lo largo de toda la vida de la Comunidad Autonómica
de Extremadura, la vacuna neumocócica en mayores sanos, se recomienda:",A los 50 años.,A los 65 años.,A los 70 años.,A los 75 años.
EX2022,38,"Entre las infecciones que requieren aislamiento aéreo se encuentran todas, EXCEPTO:",Clostridium difficile.,Varicela.,Sarampión.,Tuberculosis.
EX2022,39,"Entre las recomendaciones para aislamiento por transmisión de contacto, NO se encuentra:",El lavado de manos con jabón antiséptico o solución hidroalcohólica al salir del mismo.,El uso de mascarilla.,El uso de bata.,El uso de guantes.
EX2022,8,40.- Cuando la distensibilidad pulmonar está disminuida:,El aire se mueve con más facilidad hacia los alveolos.,El trabajo de la respiración está reducido en este paciente.,Se requerirá un mayor esfuerzo espiratorio para que el paciente exhale.,Se necesitará un mayor esfuerzo inspiratorio para llevar aire a los alveolos.
EX2022,41,"¿Para qué complicación de la gestación se recomienda una dieta baja en sodio, un consumo de 2
litros de líquido al día y luz tenue?",Hipoglucemia.,Preeclampsia.,Diabetes gestacional.,Hidramnios.
EX2022,42,"¿Cuál de los siguientes enunciados es una intervención de enfermería importante para el lactante
a término que recibe fototerapia?",Utilizar protector solar para proteger la piel del lactante.,Vigilar al lactante en busca de signos de deshidratación.,Mantener al bebe con pañales cerrados para recolección frecuente de heces.,Interrumpir la lactancia.
EX2022,43,"¿Cómo se denomina al reflejo que se produce en el recién nacido cuando rozamos su espalda
estando boca abajo y éste se curva hacia el lado estimulado?:",Reflejo de Babinski.,Reflejo de succión.,Reflejo de hociqueo.,Reflejo de Galant.
EX2022,44,Quién desarrolló la Teoría del déficit de autocuidados?,Dorothea Elizabeth Orem.,Florence Nightingale.,Virginia Henderson.,Callista Roy.
EX2022,45,El patrón funcional de salud número 8 de Marjory Gordon es:,Actividad/ejercicio.,Sexualidad/reproducción.,Nutricional/metabólico.,Rol/relaciones.
EX2022,46,"Para la realización de la prueba reactiva en el talón del recién nacido, NO se debe:",Puncionar en la parte central del talón.,Secar completamente el área antes de la punción.,Verificar con frecuencia el punto de punción durante la primera hora después de la recogida de la muestra.,"Elegir los dedos de los pies, si es necesario."
EX2022,9,"47.- De los factores que modifican la percepción del dolor en el paciente, indica cuál de ellos aumenta
el umbral del dolor:",Insomnio.,Ansiedad.,Fatiga.,Control de síntomas.
EX2022,48,"En el uso de la escala analgésica según la OMS, es FALSO:","Los coanalgésicos se pueden utilizar en cualquier escalón y han de prescribirse en base a la causa que
provoca el dolor.",En caso de dolor de intensidad moderada o grave se puede considerar el uso de opioides desde el inicio.,"El metamizol es un analgésico de segundo nivel, es efectivo en el dolor nociceptivo visceral.",Los fármacos opioides de tercer escalón se usan para tratar el dolor moderado o severo por cáncer.
EX2022,49,"El método principal de diagnóstico prenatal es la amniocentesis genética. ¿Cuál de las siguientes
NO es indicación para realizar este procedimiento?:",Edad materna de 35 años o superior.,Niño nacido anteriormente con una anomalía cromosómica.,Madre portadora de una enfermedad ligada al cromosoma Y.,Antecedentes familiares de anomalías del tubo neural.
EX2022,50,"En la diálisis peritoneal, las partículas se mueven a través de una membrana semipermeable de
una zona de alta concentración de soluto a otra de baja concentración, en un proceso llamado:",Difusión.,Transporte activo.,Permiso.,Ósmosis.
EX2022,51,"Indique cuál de las siguientes respuestas NO corresponde a la inserción segura del catéter PICC,
según el Protocolo ISP, Ga, VeCeLT:","Lavado de manos, técnica aséptica y máximas protecciones de barrera.",Exploración ecográfica de todas las venas de los brazos y del cuello.,Punción venosa ecoguiada.,Fijación a la piel mediante sutura y apósito transparente.
EX2022,52,"En la valoración del balance de líquidos del paciente crítico son pérdidas insensibles, EXCEPTO:",Pérdidas a través de la respiración pulmonar.,Pérdidas a través de las heces.,Pérdidas por sudoración.,Pérdidas por fiebre.
EX2022,53,¿Cuál de las siguientes secuelas o alteraciones post-ictus es una alteración cognitiva?,Disfagia.,Déficits motores parciales o totales.,Labilidad emocional.,Apraxia.
EX2022,10,"54.- Son cuidados de Enfermería en el paciente crítico con monitorización de la Presión Intracraneal
todos, EXCEPTO:",Evaluar el estado clínico del paciente y monitorización de constantes vitales de rutina.,Evaluar las constantes neurológicas cada hora o según indicación.,"Calcular la presión de perfusión cerebral para lo cual sumamos la Presión Intracraneal más la Presión
Arterial Media.","Inspeccionar el sitio de inserción del catéter en busca de eritema, hinchazón o drenaje."
EX2022,55,"En la túnica vascular del ojo, NO se encuentra:",La coroides.,El iris.,El cuerpo ciliar.,La esclerótica.
EX2022,56,"Según la OMS, el lavado rutinario de manos con jabón normal debe realizarse siempre que
visiblemente estén sucias y su duración debe ser:",De 70 a 90 segundos.,De 40 a 60 segundos.,De 2 a 4 minutos.,De 20 a 30 segundos.
EX2022,57,¿Cuántos Diagnósticos enfermeros recoge la actual NANDA (2021-2023)?,267.,256.,135.,49.
EX2022,58,Entre estas suturas indique cuál es absorbible:,Terilene.,Gore-tex.,Polipropileno.,Poliglactin.
EX2022,59,NO es una escala de valoración del deterioro cognitivo:,Test del reloj.,Test Folstein MMSE.,Escala Pfeiffer.,Escala de Aldrete.
EX2022,60,"Ante un paciente que sufre desvanecimiento, no responde, no respira o respira con dificultad y
no tiene pulso, ¿cuál sería la primera actuación a realizar?",Colocar en posición de seguridad y buscar ayuda.,Trasladar inmediatamente al hospital.,Activar el sistema de emergencia y comenzar con RCP.,Activar el sistema de emergencia y colocar en posición de seguridad.
EX2022,11,"61.- ¿Qué actuación deberíamos seguir ante un paciente adulto con obstrucción completa de la vía
aérea por cuerpo extraño y pérdida de conciencia?",Realizar maniobra de Heimlich.,Pedir ayuda e iniciar RCP.,Colocar al paciente en decúbito lateral y pedir ayuda.,Intentar extraer el cuerpo extraño con las manos y maniobras de RCP.
EX2022,62,"Según las recomendaciones de la European Resuscitation Council (ERC) 2021 ante un paciente
en parada cardiorrespiratoria y visualización de Taquicardia Ventricular Sin Pulso objetivado
mediante DEA, deberíamos:",Iniciar inmediatamente RCP durante 2 minutos.,Administrar atropina.,Administrar una descarga y reanudar la RCP durante 2 minutos.,Administrar tres descargas y reanudar la RCP.
EX2022,63,"Sin perjuicio de los deberes reconocidos en la legislación básica estatal, al ámbito de esta Ley los
ciudadanos están sujetos, con respecto al Sistema Sanitario Público de Extremadura, al
cumplimiento, entre otros, de los siguientes deberes:","Firmar el documento de alta voluntaria en los casos de aceptación del tratamiento facultativamente
prescrito.","Cuidar las instalaciones y colaborar en el mantenimiento de la habitabilidad de las instituciones sanitarias
y sociosanitarias.","A la utilización de los procedimientos de reclamación y sugerencias, así como a recibir respuestas por
escrito, siempre de acuerdo con los plazos que reglamentariamente se establezcan.",Al libre acceso al Defensor de los Usuarios del Sistema Sanitario Público de Extremadura.
EX2022,64,"La definición de “es una medida cuantitativa que puede usarse como guía para controlar y
valorar la calidad de las actividades” corresponde a:",Indicador.,Criterio.,Estándar.,Protocolo.
EX2022,65,¿Qué fármaco se usa para revertir los efectos de los relajantes musculares?,Fenilefrina.,Sugammadex.,Cloruro de suxametonio.,Rocuronio.
EX2022,66,El riesgo de UPP según la escala de Braden con una puntuación entre 13 y 14 nos indica:,Riesgo bajo.,Riesgo alto.,Riesgo moderado.,Riesgo muy alto.
EX2022,12,"67.- La definición de “Juicio Clínico relacionado con un grupo de diagnósticos de enfermería de
problema o riesgo que se prevee que se presenten debido a una determinada situación o evento”
corresponde a:",Diagnóstico Enfermero real.,Diagnóstico Enfermero de síndrome.,Diagnóstico Enfermero de riesgo.,Diagnóstico Enfermero de promoción de la salud.
EX2022,68,¿Qué escala usamos para medir el nivel de sedación de un paciente?,Aldrete.,Norton.,Ramsay.,Bradem.
EX2022,69,"La técnica quirúrgica en la que se elimina la vejiga y conecta los uréteres al íleo abocando a la
piel un estoma, hecho con un segmento de conducto ileal, se denomina:",Bricker.,Ureterostomía.,Ileostomía.,Cistectomía.
EX2022,70,La hipotermia en el periodo perioperatorio:,Reduce la isquemia cardiaca.,Reduce el riesgo de infección de la herida.,Exige intervenciones para evitarla y aliviarla.,Aumenta el bienestar y la analgesia del paciente.
EX2022,71,"Un paciente en el que observamos: respuesta verbal incomprensible, abertura ocular a estímulos
dolorosos y respuesta motora de retirada y flexión. Puntuaremos en la escala del coma de Glasgow:",6 puntos.,8 puntos.,7 puntos.,10 puntos.
EX2022,72,"A la profusión de tejido en un área debilitada de la pared abdominal por una incisión anterior
se la denomina:",Necrosis tisular.,Dehiscencia.,Eventración.,Evisceración.
EX2022,13,73.- La pelagra es una enfermedad producida por un déficit de:,Vitamina K.,Vitamina E.,"Vitamina B3, niacina.",Vitamina B1.
EX2022,74,"Según el plan internacional contra el cáncer en Extremadura (PICA), cuáles son las medidas más
efectivas contra la infección de virus oncogénico.",Vacunación de la hepatitis en toda la población mayor de 5 años.,Analíticas completas cada 6 meses.,"Vacunación contra la hepatitis B en menores de 1 año y vacunación del VPH en Vacunación en niñas
de 12 años.",Vacunación contra la hepatitis C en población de riesgo y vacunación del VPH en niñas de 14 años.
EX2022,75,"Al nódulo duro e indoloro que aparece en el parpado cuando se produce una extravasación de
material graso o cuando las glándulas de Zeiss inducen a una reacción granulomatosa por un cuerpo
extraño estéril se le denomina:",Caída del parpado.,Ectropión.,Orzuelo.,Chalazion.
EX2022,76,"Una lesión elevada, circunscrita, que contiene exudado purulento, de color, forma y tamaño
variable, es:",Pústula.,Flictena.,Vesícula.,Quiste.
EX2022,77,"Entre los signos y síntomas de hipoxia temprana, NO se encuentra:",Nerviosismo.,Confusión o cambio de comportamiento.,Hipocratismo digital.,Disnea.
EX2022,78,¿Cuál de los siguientes NO se consideran criterios de inclusión para activar el código ICTUS?,Paciente autónoma para actividades básicas de la vida diaria.,"Menos de 4,5 h desde el inicio de los síntomas.","Paciente con demencia avanzada, previamente objetivada.","Síntomas focales, definidos por la presencia de uno o más características de la escala de Cincinnati."
EX2022,14,"79.- Ante una extravasación por citostáticos, NO es una medida a seguir:","Interrumpir la perfusión, dejando la cánula in situ.",Aspirar a través de la cánula para intentar extraer el fármaco.,Inyectar antídoto alrededor del punto de extravasación para aquellos citostáticos que los posean.,Aplicar presión sobre la zona y vendaje.
EX2022,80,"Tipo de malnutrición energética y proteínica severa acompañada de flaqueza exagerada
caracterizada por una deficiencia calórica y energética, es la definición de:",Marasmo.,Caquexia.,Kwashiorkor.,Anemia.
EX2022,81,"Las zonas del cuerpo en la que aparecen con más frecuencia las Úlceras Por Presión (UPP) en
decúbito lateral son:","Occipucio, omóplato, codos, sacro.","Mejilla, orejas, acromion, rodilla, dedos de los pies.","Oreja, acromion, costillas, trocánter mayor, cóndilo, maléolo.","Oreja, omóplato, tuberosidad isquiática y talón."
EX2022,82,"Según el Plan Integral contra el Cáncer en Extremadura (PICA), se establece como prueba para
la detección precoz del cáncer de mama la mamografía que va dirigida a:",Mujeres entre 45 y 50 años.,Mujeres solo con antecedentes familiares de Ca de mama entre 40 y 45 años.,"Mujeres con edades entre 50 y 69 años; y además se incluyen mujeres entre 40 y 49 años con
antecedentes de Ca de mama en familiares de primer grado.","Mujeres con edades entre 45 y 50 años y se incluye mujeres con antecedentes familiares de Ca de mama
de segundo grado entre 35 y 40 años."
EX2022,83,"De qué estadío hablaríamos según el sistema de clasificación TNM, cuando decimos que en un
Tumor hay una extensa invasión local y/o afectación extensa de los ganglios linfáticos regionales.",Estadio III.,Estadio II.,Estadio IV.,Estadio I.
EX2022,84,"En el ámbito de la espirometría el acrónimo FEV1, corresponde a:",Volumen espiratorio máximo.,Capacidad vital forzada.,Volumen espiratorio en el último segundo.,Volumen espiratorio máximo en el primer segundo.
EX2022,85,Es un signo de insuficiencia cardiaca izquierda:,Edemas periféricos.,Ascitis.,Aumento de la frecuencia respiratoria.,Ingurgitación yugular.
EX2022,15,"86.- El manejo del paciente “Código Infarto” del SES, en sus medidas generales a realizar, NO
recomienda:","ECG de 12 derivaciones. Si ECG normal y clínica sugestiva, repetir en 15 minutos.","Acceso venoso periférico permeable con 500ml de SSF preferentemente en brazo derecho. Si es en el
izquierdo, mejor en flexura evitando mano y muñeca izquierdas.","Monitorización continua: ECG, TA y Saturación de Oxígeno.",No utilizar medicación intramuscular.
EX2022,87,La dificultad para iniciar la micción voluntaria es propia de la:,Incontinencia por rebosamiento.,Incontinencia de urgencia.,Incontinencia de esfuerzo.,Incontinencia funcional.
EX2022,88,"En relación a la medición del Índice Tobillo-Brazo (ITB), señale la opción INCORRECTA:",Es una prueba diagnóstica de la enfermedad arterial periférica en MMII.,"Es un parámetro que compara la presión sistólica en tobillos (arterias tibiales posteriores y pedias) con
la presión en brazo (arterias braquiales).","Un ITB £ 0,9 es indicativo de presencia de estenosis.","Se obtiene dividiendo los valores de TAS más baja de las obtenidas en MMII entre los valores de TAS
más bajas obtenidas en MMSS."
EX2022,89,"Son medidas a tener en cuenta en pacientes con una FAVI (fístula arteriovenosa interna) en
MMSS todas EXCEPTO:",No tomar la TA en el brazo afecto.,Evitar extracciones sanguíneas del brazo afecto.,Educar al paciente sobre el cuidado y comprobación del correcto funcionamiento de la FAVI. (Frémito).,Las primeras punciones se podrán hacer pasadas 24h tras su realización.
EX2022,90,Es la disminución del volumen de diuresis por debajo de 500ml en 24 horas:,Poliuria.,Anuria.,Oliguria.,Nicturia.
EX2022,91,"¿Qué microorganismo en su forma de espora es altamente resistente a su destrucción por alcohol
por lo que se recomienda el lavado de manos con agua y jabón en lugar de solución hidroalcohólica?",Staphylococcus aureus.,Clostridium difficile.,Acinetobacter baumannii.,Pseudomona aeruginosa.
EX2022,16,92.- NO es un signo de Hipercalcemia:,Debilidad.,Convulsiones.,Parestesias.,Tetania.
EX2022,93,"El test de IGRA es una determinación de sangre que puede determinar si una persona está
infectada por:",Tuberculosis.,Leishmaniasis.,Rubeola.,Sarampión.
EX2022,94,"¿Entre las complicaciones del postoperatorio inmediato, NO se incluye:",Hipoxemia.,Hipoventilación.,Hipotensión.,Queloide.
EX2022,95,"¿Cómo se denomina al fenómeno paradójico de hipoglucemia nocturna seguida de hiperglucemia
en ayunas?",Fenómeno Somogy.,Fenómeno del Alba.,Hiperglucemia nocturna.,Cetoacidosis.
EX2022,96,"El Plan Integral de Diabetes en Extremadura (Pidia), NO tiene como áreas de intervención y
objetivos:",Promoción de estilos de vida saludables en la población.,Detección precoz y control a personas con alto riesgo de diabetes.,Atención integral a personas con diabetes.,Limitar la figura de educador diabetológico a su endocrino.
EX2022,97,La presencia de sangre roja y/o coágulos junto con las heces se denomina:,Hematoquecia.,Hemorragia oculta crónica.,Melenas.,Hematemesis.
EX2022,98,"En un paciente diagnosticado de fractura de la diáfisis de fémur que presenta disnea súbita,
taquipnea y petequias en tórax, axila y raíz del cuello, debemos pensar en:",Embolia grasa.,Necrosis avascular.,Síndrome compartimental.,Distrofia simpática.
EX2022,17,"99.- Al conjunto de signos y síntomas que aparecen tras una gastrectomía por un vaciamiento rápido
del contenido gástrico se conoce como:",Síndrome de Dumping.,Síndrome de Mallory-Weiss.,Síndrome de abdomen agudo.,Síndrome de íleo paralítico.
EX2022,100,¿Qué test valora la Motivación para dejar de fumar?,Test de Cage.,Test de Richmond.,Test de Malt.,Test de Fagerström.
EX2022,101,Señala de las siguientes escalas la indicada para valorar el riesgo de suicidio:,Karnofsky.,Cage camuflado.,Braden.,Sad Pearsons.
EX2022,102,La Dextrosa al 10% es una solución:,Hipotónica.,Hipertónica.,Isotónica.,Hemoderivado.
